T,m,sus,bin_cum
1.890000,0.940499,0.318498,0.666619
1.900000,0.938427,0.353181,0.666613
1.910000,0.936592,0.404566,0.666605
1.920000,0.933903,0.388916,0.666607
1.930000,0.930308,0.509079,0.666588
1.940000,0.928744,0.471333,0.666594
1.950000,0.926535,0.489967,0.666591
1.960000,0.923422,0.494955,0.666590
1.970000,0.920884,0.492789,0.666589
1.980000,0.916589,0.741415,0.666549
1.990000,0.915707,0.649080,0.666564
2.000000,0.911873,0.640064,0.666564
2.010000,0.909232,0.607391,0.666569
2.020000,0.902188,1.387548,0.666441
2.030000,0.901158,0.904142,0.666519
2.040000,0.893725,1.702194,0.666386
2.050000,0.891724,0.971803,0.666504
2.060000,0.885249,1.487933,0.666414
2.070000,0.882119,1.200368,0.666462
2.080000,0.882799,1.227252,0.666457
2.090000,0.872976,2.010208,0.666316
2.100000,0.868294,1.929804,0.666328
2.110000,0.860722,2.188025,0.666277
2.120000,0.854238,2.437106,0.666224
2.130000,0.850847,2.702783,0.666172
2.140000,0.845311,2.313515,0.666236
2.150000,0.827837,4.017082,0.665888
2.160000,0.833222,4.448432,0.665825
2.170000,0.821739,3.155731,0.666048
2.180000,0.806995,3.749142,0.665908
2.190000,0.809560,4.609452,0.665737
2.200000,0.739620,20.173372,0.661834
2.210000,0.765167,10.747198,0.664257
2.220000,0.693728,29.697514,0.658274
2.230000,0.753268,5.272110,0.665434
2.240000,0.721684,9.376367,0.664330
2.250000,0.737174,7.553199,0.664824
2.260000,0.492152,88.393078,0.617722
2.270000,0.551741,28.221235,0.653189
2.280000,0.161780,37.033312,0.515086
2.290000,0.284134,37.183309,0.619127
2.300000,0.201014,84.454375,0.438059
2.310000,0.463673,19.360491,0.654721
2.320000,0.208482,76.413384,0.480048
2.330000,0.279010,275.960194,0.446969
2.340000,0.152742,63.944951,0.465096
2.350000,0.272002,137.193275,0.479206
2.360000,0.055914,20.399384,-0.151262
2.370000,0.169598,47.566919,0.510438
2.380000,0.075147,35.303029,0.132690
2.390000,0.069692,22.422414,0.132688
2.400000,0.098612,36.642925,0.296966
2.410000,0.057384,15.413843,0.221028
2.420000,0.122595,75.173039,0.133781
2.430000,0.167025,18.399292,0.580328
2.440000,0.069232,31.603783,0.041753
2.450000,0.079803,25.106410,0.354095
2.460000,0.065640,16.931820,0.308244
2.470000,0.067438,22.048443,0.235327
2.480000,0.068629,23.822025,0.251707
2.490000,0.048758,12.522447,0.144319
2.500000,0.046161,9.716449,0.155049
2.510000,0.051882,19.609591,-0.096859
2.520000,0.049661,22.704107,-0.354841
2.530000,0.043161,11.052869,0.100062
2.540000,0.032278,6.417717,0.005554
2.550000,0.037788,7.910738,0.121563
2.560000,0.050127,13.571755,0.064769
2.570000,0.057732,16.584086,0.158446
2.580000,0.052030,11.293329,0.226676
2.590000,0.046465,11.982004,-0.023725
2.600000,0.034787,8.578194,-0.190078
2.610000,0.049651,14.952117,0.023664
2.620000,0.035996,9.337953,-0.552034
2.630000,0.039109,8.499058,0.105885
2.640000,0.032845,5.954008,0.026005
2.650000,0.038393,8.647910,-0.035222
2.660000,0.044588,12.044789,-0.195289
2.670000,0.051624,12.456924,0.183380
2.680000,0.036703,9.915530,-0.521549
2.690000,0.033775,5.250829,0.209924
2.700000,0.042381,10.523527,0.077968
2.710000,0.036821,8.220866,-0.025810
2.720000,0.038777,11.665602,-0.470159
2.730000,0.046693,11.717968,0.130674
2.740000,0.039709,10.357026,-0.029143
2.750000,0.030657,5.550320,-0.109755
2.760000,0.035068,7.956453,0.005502
2.770000,0.040035,9.184422,-0.054836
2.780000,0.036973,7.617887,0.108076
2.790000,0.032770,6.347420,0.054242
2.800000,0.030696,4.642343,0.154438
2.810000,0.032287,5.893837,-0.019145
2.820000,0.030114,5.783719,-0.308188
2.830000,0.031857,4.941130,0.164357
2.840000,0.034063,6.114706,0.077498
2.850000,0.028387,4.454703,0.049576
2.860000,0.035562,5.778482,0.230580
2.870000,0.030537,5.598696,0.074527
2.880000,0.029303,4.627583,0.114916
2.890000,0.028983,4.773027,-0.076965
2.900000,0.026805,4.305091,-0.066297
2.910000,0.027453,4.396251,0.006376
2.920000,0.028852,4.807887,0.025289
2.930000,0.027298,4.658264,-0.113110
2.940000,0.025584,4.391816,-0.138339
2.950000,0.029010,4.827387,0.035238
2.960000,0.025462,3.880472,0.005818
2.970000,0.028838,4.528801,0.043397
2.980000,0.029520,5.071811,-0.014239
2.990000,0.027223,4.346386,-0.008724
3.000000,0.029343,4.226254,0.056283
3.010000,0.029484,4.277723,0.157090
3.020000,0.030103,4.061194,0.213853
3.030000,0.024327,4.548974,-0.442645
3.040000,0.026625,4.200043,-0.056069
3.050000,0.023568,3.252877,-0.005199
3.060000,0.027397,3.707810,0.111166
3.070000,0.026617,4.331235,-0.171391
3.080000,0.029379,5.811146,-0.105627
3.090000,0.024383,3.830383,-0.038695
3.100000,0.024208,3.321050,0.058598
3.110000,0.028329,4.237171,0.048120
3.120000,0.024029,3.400626,-0.024171
3.130000,0.026784,4.308709,-0.044750
3.140000,0.028803,4.803503,-0.002905
3.150000,0.020849,2.741721,-0.003471
3.160000,0.025500,3.749626,0.030833
3.170000,0.023634,3.038264,0.050127
3.180000,0.026253,3.366903,0.167864
3.190000,0.022592,2.735316,0.055634
3.200000,0.025002,3.227866,0.127385
3.210000,0.023680,2.965719,0.085142
3.220000,0.023889,3.494257,0.042562
3.230000,0.023773,3.232033,0.012471
3.240000,0.022366,3.053270,-0.047220
3.250000,0.022834,2.694215,0.101116
3.260000,0.022079,2.847981,-0.010309
3.270000,0.022259,2.561754,0.059307
3.280000,0.023876,2.902910,0.109111
3.290000,0.021347,2.646021,0.036088
3.300000,0.020848,2.585325,-0.054910
3.310000,0.020407,2.250101,0.069954
3.320000,0.021923,2.637893,0.017095
3.330000,0.023225,3.072077,0.063858
3.340000,0.022315,2.774371,0.067714
3.350000,0.019067,2.183497,-0.037509
3.360000,0.019758,2.475414,-0.056469
3.370000,0.019702,2.015064,0.085527
3.380000,0.023074,3.531330,-0.179370
3.390000,0.019825,2.419598,-0.033396
3.400000,0.020885,2.477846,0.009320
3.410000,0.020830,2.337189,0.076305
3.420000,0.019129,2.270592,-0.033184
3.430000,0.021867,2.545373,0.138146
3.440000,0.018948,1.968405,0.067755
3.450000,0.019720,2.070883,0.102318
3.460000,0.020281,2.237378,0.018618
3.470000,0.020279,2.386776,-0.021607
3.480000,0.017393,1.642808,0.081953
3.490000,0.020451,2.584664,-0.012747
3.500000,0.018495,1.861408,0.064739
3.510000,0.017888,2.039302,-0.024448
3.520000,0.018031,1.823665,0.036856
3.530000,0.018551,2.049632,0.007460
3.540000,0.018771,2.018601,0.011613
3.550000,0.019071,2.030864,0.034488
3.560000,0.019909,2.546546,-0.094948
3.570000,0.019413,2.320905,-0.064582
3.580000,0.018598,2.232833,-0.141244
3.590000,0.018537,1.837552,0.091728
3.600000,0.020468,2.448178,-0.072773
3.610000,0.018250,1.732435,0.125332
3.620000,0.020462,2.431491,-0.090189
3.630000,0.019104,2.092012,-0.057919
3.640000,0.019558,2.233641,0.012040
3.650000,0.018247,1.846529,0.051895
3.660000,0.018979,2.185087,-0.032558
3.670000,0.019026,1.878187,0.094690
3.680000,0.018076,2.164088,-0.126975
3.690000,0.018534,1.877135,0.011725
3.700000,0.018331,1.974011,-0.052699
3.710000,0.018134,2.067998,-0.079798
3.720000,0.018063,2.208351,-0.167743
3.730000,0.017361,1.602270,0.024526
3.740000,0.016248,1.452851,0.089462
3.750000,0.018295,1.990809,-0.058739
3.760000,0.016934,1.798494,-0.079720
3.770000,0.016768,1.703127,0.048353
3.780000,0.018131,1.866755,-0.004419
3.790000,0.018202,1.615658,0.156669
3.800000,0.017382,1.579901,0.104614
3.810000,0.017966,1.765605,0.028790
3.820000,0.017389,1.778762,-0.055259
3.830000,0.017256,1.688647,-0.001970
3.840000,0.018311,1.926289,-0.019769
3.850000,0.017419,1.584304,0.087816
3.860000,0.018336,1.805959,0.089396
3.870000,0.016970,1.650295,0.000356
3.880000,0.017863,1.648882,0.124982
3.890000,0.015482,1.345363,0.032235
3.900000,0.016624,1.663032,-0.011120
3.910000,0.017645,1.744438,0.021945
3.920000,0.017919,1.735613,0.010290
3.930000,0.018191,1.754620,0.054954
3.940000,0.017095,1.652386,0.058077
3.950000,0.016542,1.715542,-0.068818
3.960000,0.017042,1.785815,-0.114637
3.970000,0.016977,1.618840,0.024282
3.980000,0.016067,1.448532,0.000440
3.990000,0.018127,1.849751,0.047780
4.000000,0.015965,1.518262,0.009459
4.010000,0.017928,1.736793,0.068027
4.020000,0.016683,1.558309,-0.041930
4.030000,0.016413,1.565931,0.023135
4.040000,0.016072,1.571669,-0.102599
4.050000,0.015858,1.535890,-0.088517
4.060000,0.017423,1.712225,0.013064
4.070000,0.016400,1.566586,0.003161
4.080000,0.017519,1.755653,0.077883
4.090000,0.016721,1.643533,-0.045434
4.100000,0.016481,1.462488,0.045272
4.110000,0.015726,1.450096,0.010241
4.120000,0.015464,1.374539,0.020352
4.130000,0.016242,1.368790,0.094634
4.140000,0.015500,1.311221,0.060995
4.150000,0.015858,1.479956,0.012497
4.160000,0.015767,1.473934,-0.006112
4.170000,0.014460,1.196136,0.043734
4.180000,0.015421,1.380082,-0.037677
4.190000,0.016159,1.449202,0.029000
4.200000,0.014971,1.264255,0.060511
4.210000,0.015897,1.554218,-0.096484
4.220000,0.016120,1.540895,-0.018343
4.230000,0.015168,1.317204,-0.003876
4.240000,0.016403,1.493357,-0.008830
4.250000,0.014802,1.291023,-0.090537
4.260000,0.016204,1.359936,0.049625
4.270000,0.014683,1.269390,-0.008544
4.280000,0.015098,1.385402,-0.071618
4.290000,0.016240,1.433106,0.042498
4.300000,0.014218,1.057401,0.081700
4.310000,0.016696,1.374751,0.147037
4.320000,0.015394,1.440076,-0.144895
4.330000,0.014323,1.174589,-0.016517
4.340000,0.015115,1.331972,-0.016423
4.350000,0.015686,1.411813,0.012771
4.360000,0.015282,1.241666,0.045202
4.370000,0.014804,1.235735,0.046883
4.380000,0.014886,1.293688,0.025188
4.390000,0.014791,1.341045,-0.092968
4.400000,0.015129,1.308445,0.014229
4.410000,0.015180,1.366221,-0.024867
4.420000,0.014380,1.150772,0.071921
4.430000,0.014425,1.257612,-0.075983
4.440000,0.014706,1.190980,0.059657
4.450000,0.014878,1.320193,-0.061978
4.460000,0.014141,1.053044,0.116967
4.470000,0.014894,1.277885,0.017198
4.480000,0.015267,1.281312,0.079302
4.490000,0.015060,1.350240,-0.018680
4.500000,0.014670,1.130779,0.109687
4.510000,0.015298,1.143174,0.148591
4.520000,0.014300,1.149755,0.070868
4.530000,0.014181,1.203791,-0.095195
4.540000,0.014286,1.145833,0.070807
4.550000,0.015239,1.389149,-0.114161
4.560000,0.015355,1.286734,0.054616
4.570000,0.013613,1.035982,-0.000229
4.580000,0.015159,1.324716,-0.010648
4.590000,0.014055,1.100656,0.046138
4.600000,0.014309,1.295025,-0.060199
4.610000,0.014521,1.125818,0.065000
4.620000,0.013555,1.084832,-0.051416
4.630000,0.013887,1.055614,0.035413
4.640000,0.014808,1.239151,-0.000909
4.650000,0.014259,1.080476,0.086638
4.660000,0.013844,1.056043,0.065862
4.670000,0.013678,1.159202,-0.136395
4.680000,0.014083,1.154148,-0.012307
4.690000,0.013855,1.110012,-0.060909
4.700000,0.015156,1.264246,0.079882
4.710000,0.013230,0.894722,0.103471
4.720000,0.014271,1.231868,-0.077130
4.730000,0.013761,1.116082,-0.022017
4.740000,0.013745,1.063537,-0.013835
4.750000,0.014561,1.240834,-0.108212
4.760000,0.013216,1.006590,-0.027745
4.770000,0.013934,1.159890,-0.001367
4.780000,0.013896,1.115335,-0.044568
4.790000,0.013369,1.077554,-0.030183
4.800000,0.013827,1.141385,0.005882
4.810000,0.015602,1.317787,0.033079
4.820000,0.012812,0.944768,0.018914
4.830000,0.013668,1.125254,-0.045142
4.840000,0.014209,1.084315,0.047728
4.850000,0.012944,0.948876,-0.031856
4.860000,0.014294,1.256552,-0.059121
4.870000,0.014713,1.240686,-0.041696
4.880000,0.013362,0.960616,0.060342
4.890000,0.014667,1.257447,0.021115
4.900000,0.014101,1.125520,0.020046
4.910000,0.013677,1.084226,-0.003574
4.920000,0.013951,1.025843,0.069320
4.930000,0.013810,1.033602,0.070992
4.940000,0.014273,1.006445,0.122040
4.950000,0.013809,1.005665,0.067281
4.960000,0.014383,1.105221,0.104797
4.970000,0.014075,1.075703,-0.031319
4.980000,0.013378,1.087018,0.010957
4.990000,0.013522,1.016670,-0.019008
5.000000,0.012792,0.888177,0.000887
0.000000,1.000000,0.000000,0.666667
0.010000,1.000000,0.000000,0.666667
0.020000,1.000000,0.000000,0.666667
0.030000,1.000000,0.000000,0.666667
0.040000,1.000000,0.000000,0.666667
0.050000,1.000000,0.000000,0.666667
0.060000,1.000000,0.000000,0.666667
0.070000,1.000000,0.000000,0.666667
0.080000,1.000000,0.000000,0.666667
0.090000,1.000000,0.000000,0.666667
0.100000,1.000000,0.000000,0.666667
0.110000,1.000000,0.000000,0.666667
0.120000,1.000000,0.000000,0.666667
0.130000,1.000000,0.000000,0.666667
0.140000,1.000000,0.000000,0.666667
0.150000,1.000000,0.000000,0.666667
0.160000,1.000000,0.000000,0.666667
0.170000,1.000000,0.000000,0.666667
0.180000,1.000000,0.000000,0.666667
0.190000,1.000000,0.000000,0.666667
0.200000,1.000000,0.000000,0.666667
0.210000,1.000000,0.000000,0.666667
0.220000,1.000000,0.000000,0.666667
0.230000,1.000000,0.000000,0.666667
0.240000,1.000000,0.000000,0.666667
0.250000,1.000000,0.000000,0.666667
0.260000,1.000000,0.000000,0.666667
0.270000,1.000000,0.000000,0.666667
0.280000,1.000000,0.000000,0.666667
0.290000,1.000000,0.000000,0.666667
0.300000,1.000000,0.000000,0.666667
0.310000,1.000000,0.000000,0.666667
0.320000,1.000000,0.000000,0.666667
0.330000,1.000000,0.000000,0.666667
0.340000,1.000000,0.000000,0.666667
0.350000,1.000000,0.000000,0.666667
0.360000,1.000000,0.000000,0.666667
0.370000,1.000000,0.000000,0.666667
0.380000,1.000000,0.000000,0.666667
0.390000,1.000000,0.000000,0.666667
0.400000,1.000000,0.000000,0.666667
0.410000,1.000000,0.000000,0.666667
0.420000,1.000000,0.000000,0.666667
0.430000,1.000000,0.000000,0.666667
0.440000,1.000000,0.000000,0.666667
0.450000,1.000000,0.000000,0.666667
0.460000,1.000000,0.000000,0.666667
0.470000,1.000000,0.000000,0.666667
0.480000,1.000000,0.000000,0.666667
0.490000,1.000000,0.000001,0.666667
0.500000,1.000000,0.000001,0.666667
0.510000,1.000000,0.000000,0.666667
0.520000,1.000000,0.000000,0.666667
0.530000,1.000000,0.000000,0.666667
0.540000,1.000000,0.000000,0.666667
0.550000,1.000000,0.000000,0.666667
0.560000,1.000000,0.000000,0.666667
0.570000,0.999998,0.000003,0.666667
0.580000,1.000000,0.000000,0.666667
0.590000,0.999999,0.000003,0.666667
0.600000,0.999995,0.000010,0.666667
0.610000,0.999996,0.000009,0.666667
0.620000,0.999997,0.000007,0.666667
0.630000,0.999996,0.000007,0.666667
0.640000,0.999994,0.000012,0.666667
0.650000,0.999989,0.000023,0.666667
0.660000,0.999990,0.000018,0.666667
0.670000,0.999987,0.000027,0.666667
0.680000,0.999983,0.000037,0.666667
0.690000,0.999983,0.000033,0.666667
0.700000,0.999978,0.000042,0.666667
0.710000,0.999976,0.000051,0.666667
0.720000,0.999967,0.000067,0.666667
0.730000,0.999962,0.000085,0.666667
0.740000,0.999958,0.000085,0.666667
0.750000,0.999959,0.000080,0.666667
0.760000,0.999939,0.000122,0.666667
0.770000,0.999936,0.000124,0.666667
0.780000,0.999929,0.000128,0.666667
0.790000,0.999923,0.000150,0.666667
0.800000,0.999911,0.000180,0.666667
0.810000,0.999900,0.000217,0.666667
0.820000,0.999875,0.000270,0.666667
0.830000,0.999850,0.000310,0.666667
0.840000,0.999854,0.000294,0.666667
0.850000,0.999826,0.000413,0.666667
0.860000,0.999807,0.000406,0.666667
0.870000,0.999793,0.000424,0.666667
0.880000,0.999776,0.000464,0.666667
0.890000,0.999725,0.000639,0.666667
0.900000,0.999707,0.000649,0.666667
0.910000,0.999693,0.000616,0.666667
0.920000,0.999653,0.000751,0.666667
0.930000,0.999629,0.000670,0.666667
0.940000,0.999580,0.000945,0.666667
0.950000,0.999503,0.001114,0.666667
0.960000,0.999480,0.001072,0.666667
0.970000,0.999444,0.001143,0.666667
0.980000,0.999390,0.001307,0.666666
0.990000,0.999346,0.001386,0.666666
1.000000,0.999278,0.001483,0.666666
1.010000,0.999210,0.001708,0.666666
1.020000,0.999163,0.001801,0.666666
1.030000,0.999075,0.001945,0.666666
1.040000,0.998983,0.002266,0.666666
1.050000,0.998927,0.002222,0.666666
1.060000,0.998854,0.002422,0.666666
1.070000,0.998731,0.002907,0.666666
1.080000,0.998642,0.003335,0.666666
1.090000,0.998560,0.003152,0.666666
1.100000,0.998450,0.003399,0.666666
1.110000,0.998335,0.003854,0.666666
1.120000,0.998237,0.003722,0.666666
1.130000,0.998107,0.004229,0.666666
1.140000,0.997961,0.004266,0.666666
1.150000,0.997770,0.005175,0.666666
1.160000,0.997687,0.005259,0.666666
1.170000,0.997503,0.006035,0.666666
1.180000,0.997408,0.006827,0.666666
1.190000,0.997203,0.006351,0.666666
1.200000,0.996979,0.007375,0.666666
1.210000,0.996880,0.006887,0.666666
1.220000,0.996566,0.007635,0.666666
1.230000,0.996550,0.009323,0.666665
1.240000,0.996323,0.008993,0.666665
1.250000,0.996078,0.009407,0.666665
1.260000,0.995788,0.009901,0.666665
1.270000,0.995526,0.011402,0.666665
1.280000,0.995294,0.011546,0.666665
1.290000,0.995077,0.012506,0.666665
1.300000,0.994704,0.012785,0.666665
1.310000,0.994515,0.013155,0.666665
1.320000,0.994330,0.013763,0.666665
1.330000,0.993831,0.016617,0.666664
1.340000,0.993601,0.017285,0.666664
1.350000,0.993142,0.019307,0.666664
1.360000,0.992883,0.017833,0.666664
1.370000,0.992712,0.020909,0.666664
1.380000,0.992058,0.022796,0.666664
1.390000,0.991791,0.021732,0.666664
1.400000,0.991388,0.024516,0.666663
1.410000,0.991005,0.024254,0.666663
1.420000,0.990683,0.025882,0.666663
1.430000,0.990230,0.029905,0.666663
1.440000,0.989606,0.028676,0.666663
1.450000,0.989106,0.031436,0.666662
1.460000,0.988681,0.033494,0.666662
1.470000,0.988364,0.035502,0.666662
1.480000,0.987842,0.033493,0.666662
1.490000,0.987032,0.039744,0.666661
1.500000,0.986455,0.042041,0.666661
1.510000,0.985772,0.045808,0.666660
1.520000,0.985256,0.047088,0.666660
1.530000,0.984774,0.051653,0.666660
1.540000,0.983768,0.047422,0.666660
1.550000,0.983386,0.047276,0.666660
1.560000,0.982853,0.053306,0.666659
1.570000,0.981749,0.062788,0.666658
1.580000,0.981078,0.061970,0.666658
1.590000,0.980446,0.061054,0.666658
1.600000,0.979648,0.074134,0.666656
1.610000,0.978844,0.074350,0.666656
1.620000,0.978140,0.069230,0.666657
1.630000,0.977260,0.084511,0.666655
1.640000,0.976225,0.075638,0.666656
1.650000,0.975380,0.099268,0.666653
1.660000,0.974623,0.093484,0.666654
1.670000,0.973349,0.103343,0.666652
1.680000,0.972094,0.105063,0.666652
1.690000,0.971108,0.107567,0.666651
1.700000,0.970299,0.103682,0.666652
1.710000,0.968832,0.133896,0.666648
1.720000,0.967538,0.153993,0.666645
1.730000,0.966705,0.128491,0.666648
1.740000,0.965175,0.146614,0.666646
1.750000,0.964053,0.144543,0.666646
1.760000,0.962935,0.150262,0.666645
1.770000,0.961101,0.175326,0.666641
1.780000,0.959606,0.168903,0.666642
1.790000,0.958777,0.176977,0.666641
1.800000,0.956425,0.240810,0.666632
1.810000,0.954597,0.252597,0.666630
1.820000,0.954524,0.193548,0.666638
1.830000,0.952081,0.225876,0.666633
1.840000,0.949973,0.245848,0.666630
1.850000,0.948209,0.285804,0.666624
1.860000,0.946622,0.281752,0.666625
1.870000,0.944466,0.288434,0.666624
1.880000,0.942406,0.356580,0.666613
1.890000,0.941005,0.292813,0.666623
1.900000,0.937634,0.367629,0.666611
1.910000,0.936132,0.398643,0.666606
1.920000,0.933082,0.371609,0.666610
1.930000,0.929314,0.477560,0.666593
1.940000,0.928785,0.433061,0.666600
1.950000,0.926142,0.517518,0.666586
1.960000,0.922703,0.589000,0.666575
1.970000,0.920945,0.610346,0.666571
1.980000,0.917938,0.562602,0.666578
1.990000,0.914325,0.742398,0.666549
2.000000,0.911137,0.920458,0.666520
2.010000,0.908866,0.663486,0.666560
2.020000,0.901947,1.502056,0.666423
2.030000,0.903852,0.836896,0.666531
2.040000,0.897356,0.811693,0.666532
2.050000,0.893356,1.062151,0.666489
2.060000,0.889121,1.158220,0.666472
2.070000,0.883471,1.154902,0.666470
2.080000,0.878770,1.869759,0.666348
2.090000,0.873402,1.707112,0.666370
2.100000,0.869487,1.342144,0.666432
2.110000,0.862955,1.997148,0.666310
2.120000,0.857621,2.449355,0.666226
2.130000,0.850713,1.797784,0.666337
2.140000,0.830124,5.090340,0.665700
2.150000,0.827625,3.568905,0.665973
2.160000,0.825291,4.464034,0.665809
2.170000,0.790288,11.178551,0.664264
2.180000,0.807155,3.742152,0.665909
2.190000,0.792493,10.550543,0.664516
2.200000,0.789792,4.915510,0.665622
2.210000,0.783680,9.738274,0.664613
2.220000,0.772726,5.879821,0.665357
2.230000,0.732959,24.304593,0.660768
2.240000,0.690207,29.241832,0.658363
2.250000,0.713929,18.621547,0.661924
2.260000,0.707270,11.356385,0.663631
2.270000,0.657408,30.495385,0.657464
2.280000,0.598496,19.713116,0.659559
2.290000,0.335265,245.203031,0.461193
2.300000,0.529690,30.901230,0.652536
2.310000,0.334399,25.972913,0.636522
2.320000,0.198849,57.283489,0.499463
2.330000,0.230120,16.117741,0.628968
2.340000,0.137626,53.369153,0.454433
2.350000,0.082097,35.965603,0.161418
2.360000,0.141462,88.720001,0.354142
2.370000,0.183486,42.002904,0.519005
2.380000,0.059378,17.673445,0.105310
2.390000,0.075387,30.410974,0.091084
2.400000,0.084760,17.182185,0.453754
2.410000,0.081258,18.068983,0.382847
2.420000,0.099117,31.856720,0.348550
2.430000,0.067268,20.603794,0.170416
2.440000,0.105227,66.695031,0.194206
2.450000,0.076112,45.745501,-0.072943
2.460000,0.076490,20.722287,0.301073
2.470000,0.070150,21.527448,0.280129
2.480000,0.086067,18.423195,0.416187
2.490000,0.062297,20.081403,0.135256
2.500000,0.073466,25.175637,0.239303
2.510000,0.054962,13.813649,0.231240
2.520000,0.064546,23.933535,0.106434
2.530000,0.060694,24.834552,-0.167381
2.540000,0.048161,11.451924,0.112307
2.550000,0.074821,19.808625,0.288912
2.560000,0.041155,8.523614,0.174617
2.570000,0.041765,10.499251,0.052204
2.580000,0.073314,20.961807,0.330279
2.590000,0.059240,16.255059,0.216420
2.600000,0.037873,8.765307,0.021650
2.610000,0.043388,9.484573,0.188062
2.620000,0.053541,12.892866,0.124029
2.630000,0.041750,8.854030,0.043738
2.640000,0.045247,10.576520,0.105936
2.650000,0.038323,9.601072,-0.211995
2.660000,0.043995,10.959243,0.047878
2.670000,0.037375,8.417336,0.052905
2.680000,0.041310,6.715286,0.306699
2.690000,0.036991,9.961050,-0.261545
2.700000,0.036914,9.954537,-0.164647
2.710000,0.044051,11.191690,0.037392
2.720000,0.049205,11.861562,0.189603
2.730000,0.030407,4.276015,0.187075
2.740000,0.039450,6.353442,0.281416
2.750000,0.040377,8.278121,0.051475
2.760000,0.028558,5.544579,-0.301015
2.770000,0.028667,4.182947,0.136959
2.780000,0.030700,5.444306,0.053026
2.790000,0.031663,5.885259,-0.124769
2.800000,0.037410,7.664175,0.015019
2.810000,0.039477,8.049551,0.116555
2.820000,0.031827,5.618706,0.101331
2.830000,0.028460,4.424128,0.018881
2.840000,0.034465,5.723169,0.120555
2.850000,0.029734,4.538239,0.123862
2.860000,0.032849,5.108764,0.206896
2.870000,0.026673,3.698279,0.091193
2.880000,0.029339,4.358005,0.085991
2.890000,0.033730,5.244379,0.203358
2.900000,0.026014,4.243224,-0.075496
2.910000,0.029015,4.238221,0.109838
2.920000,0.034540,6.735301,0.024546
2.930000,0.025031,3.931708,-0.046802
2.940000,0.027511,3.671548,0.183174
2.950000,0.029629,4.844829,-0.004719
2.960000,0.027030,3.669854,0.125038
2.970000,0.028626,5.122443,-0.039050
2.980000,0.030336,4.904742,0.073011
2.990000,0.027849,3.574713,0.176820
3.000000,0.028416,3.901515,0.167568
3.010000,0.027193,3.323965,0.208884
3.020000,0.029207,5.184532,0.027402
3.030000,0.028140,4.434099,0.068304
3.040000,0.025118,3.830006,-0.030846
3.050000,0.028804,4.445027,0.111333
3.060000,0.023901,3.611981,-0.015758
3.070000,0.026670,3.770180,0.091165
3.080000,0.026340,4.032775,0.035141
3.090000,0.024971,3.256514,0.103999
3.100000,0.021658,2.871353,-0.060624
3.110000,0.024172,3.690041,-0.028158
3.120000,0.028099,3.869091,0.161487
3.130000,0.024089,2.965706,0.091829
3.140000,0.024197,3.598465,-0.013556
3.150000,0.022592,3.716398,-0.274582
3.160000,0.022981,2.952704,0.000195
3.170000,0.026106,3.871363,0.000264
3.180000,0.024772,2.895119,0.128189
3.190000,0.022879,3.041894,-0.035624
3.200000,0.022897,2.945356,0.004516
3.210000,0.022997,3.547766,-0.159964
3.220000,0.021265,2.327890,0.085279
3.230000,0.025077,3.561075,0.061586
3.240000,0.026683,3.272395,0.167397
3.250000,0.021596,2.377390,0.108062
3.260000,0.024315,3.169071,0.067907
3.270000,0.022409,2.734028,0.038002
3.280000,0.024261,3.726353,-0.168284
3.290000,0.022018,2.840458,-0.060403
3.300000,0.021802,2.406404,0.150162
3.310000,0.022162,3.029437,-0.030175
3.320000,0.023615,3.245393,0.009030
3.330000,0.022693,3.242809,-0.105192
3.340000,0.021711,2.680675,-0.034696
3.350000,0.023772,3.180275,0.057151
3.360000,0.022145,3.026541,0.026469
3.370000,0.020969,2.323900,0.016931
3.380000,0.021774,2.425081,0.129538
3.390000,0.020005,2.250921,0.000184
3.400000,0.017689,1.695982,0.015882
3.410000,0.019400,2.103148,0.013885
3.420000,0.020993,2.319820,0.086503
3.430000,0.020738,2.340363,0.011043
3.440000,0.020771,2.343667,0.089857
3.450000,0.020348,2.400644,0.017901
3.460000,0.019107,2.036580,0.027608
3.470000,0.019918,2.368202,-0.053677
3.480000,0.021294,2.371104,0.073781
3.490000,0.017298,1.832456,-0.098929
3.500000,0.018908,1.773851,0.129357
3.510000,0.018537,2.055575,-0.020208
3.520000,0.021706,2.409000,0.125372
3.530000,0.018455,2.098884,-0.065230
3.540000,0.019799,2.033790,0.122251
3.550000,0.019762,2.261787,0.082052
3.560000,0.020298,2.078410,0.109108
3.570000,0.018894,2.221254,-0.058751
3.580000,0.019942,2.013516,0.144946
3.590000,0.017790,1.825789,0.051394
3.600000,0.019862,2.385759,-0.019904
3.610000,0.019793,2.004723,0.139958
3.620000,0.018032,1.907691,-0.040693
3.630000,0.019312,1.853684,0.097168
3.640000,0.018493,1.903368,0.069555
3.650000,0.019472,2.205020,0.019320
3.660000,0.018661,2.165528,-0.019437
3.670000,0.019075,1.963282,0.060635
3.680000,0.019537,2.048543,0.078648
3.690000,0.018647,1.987251,-0.034627
3.700000,0.017631,1.737472,0.110320
3.710000,0.018564,1.973372,0.040429
3.720000,0.017935,1.733728,0.003166
3.730000,0.019252,1.914049,0.132897
3.740000,0.018371,2.034368,-0.130338
3.750000,0.018176,1.800697,0.048660
3.760000,0.017471,1.749063,0.004172
3.770000,0.016476,1.685466,-0.114648
3.780000,0.016208,1.619613,-0.024183
3.790000,0.018114,1.696120,0.114818
